size,heat,eps,threads,iterations,duration
1400000,100.000000,0.050000,1,484,5.008000
1400000,100.000000,0.050000,1,484,4.922000
1400000,100.000000,0.050000,1,484,6.709000
1400000,100.000000,0.050000,1,484,7.791000
1400000,100.000000,0.050000,1,484,4.808000
1400000,100.000000,0.050000,1,484,4.704000
1400000,100.000000,0.050000,1,484,6.008000
1400000,100.000000,0.050000,1,484,8.073000
1450000,100.000000,0.050000,1,484,4.883000
1450000,100.000000,0.050000,1,484,4.875000
1450000,100.000000,0.050000,1,484,7.755000
1450000,100.000000,0.050000,1,484,8.713000
1450000,100.000000,0.050000,1,484,4.944000
1450000,100.000000,0.050000,1,484,4.781000
1450000,100.000000,0.050000,1,484,11.096000
1450000,100.000000,0.050000,1,484,4.969000
1450000,100.000000,0.050000,1,484,4.930000
1450000,100.000000,0.050000,1,484,5.367000
1500000,100.000000,0.050000,1,484,8.101000
1500000,100.000000,0.050000,1,484,5.219000
1500000,100.000000,0.050000,1,484,5.150000
1500000,100.000000,0.050000,1,484,6.724000
1500000,100.000000,0.050000,1,484,10.169000
1500000,100.000000,0.050000,1,484,5.104000
1500000,100.000000,0.050000,1,484,5.094000
1500000,100.000000,0.050000,1,484,8.490000
1500000,100.000000,0.050000,1,484,6.354000
1500000,100.000000,0.050000,1,484,5.040000
1550000,100.000000,0.050000,1,484,5.031000
1550000,100.000000,0.050000,1,484,13.205000
1550000,100.000000,0.050000,1,484,5.422000
1550000,100.000000,0.050000,1,484,5.031000
1550000,100.000000,0.050000,1,484,10.704000
1550000,100.000000,0.050000,1,484,5.015000
1550000,100.000000,0.050000,1,484,4.993000
1550000,100.000000,0.050000,1,484,7.540000
1550000,100.000000,0.050000,1,484,9.854000
1550000,100.000000,0.050000,1,484,4.781000
1600000,100.000000,0.050000,1,484,4.922000
1600000,100.000000,0.050000,1,484,12.316000
1600000,100.000000,0.050000,1,484,4.903000
1600000,100.000000,0.050000,1,484,4.906000
1600000,100.000000,0.050000,1,484,10.726000
1600000,100.000000,0.050000,1,484,6.449000
1600000,100.000000,0.050000,1,484,4.902000
1600000,100.000000,0.050000,1,484,4.947000
1600000,100.000000,0.050000,1,484,10.620000
1600000,100.000000,0.050000,1,484,4.875000
1650000,100.000000,0.050000,1,484,5.244000
1650000,100.000000,0.050000,1,484,6.542000
1650000,100.000000,0.050000,1,484,8.529000
1650000,100.000000,0.050000,1,484,5.121000
1650000,100.000000,0.050000,1,484,5.078000
1650000,100.000000,0.050000,1,484,8.712000
1650000,100.000000,0.050000,1,484,10.418000
1650000,100.000000,0.050000,1,484,5.000000
1650000,100.000000,0.050000,1,484,8.588000
1650000,100.000000,0.050000,1,484,7.259000
1700000,100.000000,0.050000,1,484,5.184000
1700000,100.000000,0.050000,1,484,5.538000
1700000,100.000000,0.050000,1,484,11.384000
1700000,100.000000,0.050000,1,484,5.199000
1700000,100.000000,0.050000,1,484,5.219000
1700000,100.000000,0.050000,1,484,12.599000
1700000,100.000000,0.050000,1,484,5.170000
1700000,100.000000,0.050000,1,484,5.203000
1700000,100.000000,0.050000,1,484,11.897000
1700000,100.000000,0.050000,1,484,5.781000
1750000,100.000000,0.050000,1,484,5.383000
1750000,100.000000,0.050000,1,484,9.272000
1750000,100.000000,0.050000,1,484,8.727000
1750000,100.000000,0.050000,1,484,5.335000
1750000,100.000000,0.050000,1,484,8.020000
1750000,100.000000,0.050000,1,484,10.224000
1750000,100.000000,0.050000,1,484,5.396000
1750000,100.000000,0.050000,1,484,5.893000
1750000,100.000000,0.050000,1,484,11.599000
1750000,100.000000,0.050000,1,484,5.304000
1800000,100.000000,0.050000,1,484,5.469000
1800000,100.000000,0.050000,1,484,12.308000
1800000,100.000000,0.050000,1,484,5.458000
1800000,100.000000,0.050000,1,484,5.515000
1800000,100.000000,0.050000,1,484,13.164000
1800000,100.000000,0.050000,1,484,5.460000
1800000,100.000000,0.050000,1,484,5.453000
1800000,100.000000,0.050000,1,484,12.870000
1800000,100.000000,0.050000,1,484,5.414000
1800000,100.000000,0.050000,1,484,5.422000
1850000,100.000000,0.050000,1,484,13.273000
1850000,100.000000,0.050000,1,484,5.569000
1850000,100.000000,0.050000,1,484,5.578000
1850000,100.000000,0.050000,1,484,13.011000
1850000,100.000000,0.050000,1,484,5.571000
1850000,100.000000,0.050000,1,484,5.609000
1850000,100.000000,0.050000,1,484,13.116000
1850000,100.000000,0.050000,1,484,5.571000
1850000,100.000000,0.050000,1,484,5.562000
1850000,100.000000,0.050000,1,484,13.104000
1900000,100.000000,0.050000,1,484,5.739000
1900000,100.000000,0.050000,1,484,5.734000
1900000,100.000000,0.050000,1,484,13.181000
1900000,100.000000,0.050000,1,484,5.757000
1900000,100.000000,0.050000,1,484,5.735000
1900000,100.000000,0.050000,1,484,13.449000
1900000,100.000000,0.050000,1,484,5.741000
1900000,100.000000,0.050000,1,484,6.802000
1900000,100.000000,0.050000,1,484,12.302000
1900000,100.000000,0.050000,1,484,5.753000
1950000,100.000000,0.050000,1,484,8.332000
1950000,100.000000,0.050000,1,484,10.519000
1950000,100.000000,0.050000,1,484,5.881000
1950000,100.000000,0.050000,1,484,12.413000
1950000,100.000000,0.050000,1,484,7.032000
1950000,100.000000,0.050000,1,484,5.898000
1950000,100.000000,0.050000,1,484,13.293000
1950000,100.000000,0.050000,1,484,5.909000
1950000,100.000000,0.050000,1,484,5.984000
1950000,100.000000,0.050000,1,484,13.087000
2000000,100.000000,0.050000,1,484,6.130000
2000000,100.000000,0.050000,1,484,6.156000
2000000,100.000000,0.050000,1,484,13.505000
2000000,100.000000,0.050000,1,484,6.068000
2000000,100.000000,0.050000,1,484,7.112000
2000000,100.000000,0.050000,1,484,11.131000
2000000,100.000000,0.050000,1,484,6.238000
2000000,100.000000,0.050000,1,484,9.315000
2000000,100.000000,0.050000,1,484,10.033000
2000000,100.000000,0.050000,1,484,6.052000
